Titles,math.AG,math.NT
"Generators for the hyperelliptic Torelli group and the kernel of the
  Burau representation at t=-1",1.0,0.0
"Identification of the Givental formula with the spectral curve
  topological recursion procedure",1.0,0.0
"A New Approach to Multivariate q-Euler polynomials by using Umbral
  calculus",0.0,1.0
The Algebraic Combinatorial Approach for Low-Rank Matrix Completion,1.0,0.0
Locally torsion-free quasi-coherent sheaves,1.0,0.0
"Generalizations of Iwasawa's 'Riemann-Hurwitz' Formula for Cyclic
  p-Extensions of Number Fields",0.0,1.0
"Lexicographic shellability of the Bruhat-Chevalley order on
  fixed-point-free involutions",1.0,0.0
Complexe de poids des vari\'et\'es alg\'ebriques r\'eelles avec action,1.0,0.0
Evaluating $L$-functions with few known coefficients,0.0,1.0
Sumsets of reciprocals in prime fields and multilinear Kloosterman sums,0.0,1.0
Rational points on cubic hypersurfaces that split off two forms,0.0,1.0
"Kontsevich's graph complex, GRT, and the deformation complex of the
  sheaf of polyvector fields",1.0,0.0
"Les groupes de Burger-Mozes ne sont pas k\""ahl\'eriens",1.0,0.0
"Cyclic homology, Serre's local factors and the $\lambda$-operations",1.0,1.0
Le syst\`eme d'Euler de Kato en famille (I),0.0,1.0
"Relative Prym varieties associated to the double cover of an Enriques
  surface",1.0,0.0
Elliptic minuscule pairs and splitting abelian varieties,0.0,1.0
Deviations of ergodic sums for toral translations II. Boxes,0.0,1.0
An effective criterion for algebraicity of rational normal surfaces,1.0,0.0
Virtual classes of Artin stacks,1.0,0.0
Classe d'isog\'enie de vari\'et\'es ab\'eliennes pleinement de type GSp,1.0,1.0
The group SU_3 is Cayley,1.0,0.0
"Multivariable Lubin-Tate (\phi,\Gamma)-modules and filtered \phi-modules",0.0,1.0
On fields of definition of arithmetic Kleinian reflection groups II,0.0,1.0
Computing $L$-functions and semistable reduction of superelliptic curves,1.0,1.0
"New Lower Bounds for the Least Common Multiples of Arithmetic
  Progressions",0.0,1.0
"Character varieties of once-punctured torus bundles with tunnel number
  one",1.0,0.0
Bloch-Kato pro-p groups and locally powerful groups,0.0,1.0
Higher configuration operads by way of quiver Grassmannians,1.0,0.0
"Huneke-Wiegand Conjecture for Complete Intersection Numerical Semigroup
  Rings",0.0,1.0
"Kahler-Einstein metrics on Fano manifolds, I: approximation of metrics
  with cone singularities",1.0,0.0
"A congruence modulo $n^3$ involving two consecutive sums of powers and
  its applications",0.0,1.0
"An elemetary proof of an estimate for a number of primes less than the
  product of the first $n$ primes",0.0,1.0
"Some properties on the integral of the product of several Euler
  polynomials",0.0,1.0
Distributions of rational points on Kummer Varieties,0.0,1.0
"Anabelian Intersection Theory I: The Conjecture of Bogomolov-Pop and
  Applications",1.0,1.0
Another proof of the Semistable Reduction Theorem,1.0,1.0
Arithmetic mirror symmetry for the 2-torus,1.0,1.0
"K-stability and K\""ahler-Einstein metrics",1.0,0.0
Adding generators in cyclic groups,0.0,1.0
"Height of exceptional collections and Hochschild cohomology of
  quasiphantom categories",1.0,0.0
Petersson inner products of weight one modular forms,0.0,1.0
Analytic Tate spaces and reciprocity laws,1.0,1.0
Bounds On Factors Of Odd Perfect Numbers,0.0,1.0
On quantizations of complex contact manifolds,1.0,0.0
On the moduli of Kahler-Einstein Fano manifolds,1.0,0.0
"Lipschitz geometry of complex surfaces: analytic invariants and
  equisingularity",1.0,0.0
On arithmetic progressions in A + B + C,0.0,1.0
Chiral differential operators on abelian varieties,1.0,0.0
On Profinite Hyperbolicity and Diophantine Geometry,1.0,1.0
"Self-Similarity in Geometry, Algebra and Arithmetic",1.0,1.0
"A closed-form expression for zeta(2n+1) reveals a self-recursive
  function",0.0,1.0
The rigid syntomic ring spectrum,0.0,1.0
Heights on Groups and Small Multiplicative Dependencies,0.0,1.0
On the effective membership problem for polynomial ideals,1.0,0.0
The topology of real suspension singularities of type $f \bar{g}+z^n$,1.0,0.0
New Directions in Bipartite Field Theories,1.0,0.0
The computation of generalized Ehrhart series in Normaliz,1.0,0.0
"An optimal choice of Dirichlet polynomials for the Nyman-Beurling
  criterion",0.0,1.0
"On the maximal multiplicity of long zero-sum free sequences over
  $C_p\oplus C_p$",0.0,1.0
On arithmetic sums involving divisor functions in two variables,0.0,1.0
Skeleta of Affine Hypersurfaces,1.0,0.0
Integrals of psi-classes over double ramification cycles,1.0,0.0
Gluing restricted nerves of $\infty$-categories,1.0,0.0
"An Embedding Technique for the Solution of Reaction-Diffusion Equations
  on Algebraic Surfaces with Isolated Singularities",1.0,0.0
Intermediate extension of Chow motives of Abelian type,1.0,0.0
"Degenerations of K\""ahler-Einstein Fano Manifolds",1.0,0.0
Local tropical linear spaces,1.0,0.0
"Deformations of Nodal K\""ahler-Einstein Del Pezzo Surfaces with Discrete
  Automorphism Groups",1.0,0.0
"The ${\rm N}_{2,p}$-property of binomial extensions of simplicial
  complexes",1.0,0.0
"Compatibility between Satake and Bernstein-type isomorphisms in
  characteristic p",0.0,1.0
Sums of toric ideals,1.0,0.0
"A note on minimization of rational surfaces obtained from birational
  dynamical systems",1.0,0.0
Hardy-Littlewood series and even continued fractions,0.0,1.0
Quasihomogeneity of curves and the Jacobian endomorphism ring,1.0,0.0
tt*-Geometry on the big phase space,1.0,0.0
"Smoothable locally Cohen--Macaulay and non Cohen--Macaulay multiple
  structures on curves",1.0,0.0
Galois action on knots I: Action of the absolute Galois group,1.0,1.0
A sum-product theorem in function fields,0.0,1.0
Much ado about Mathieu,0.0,1.0
Strict Periodic Extreme Lattices,0.0,1.0
Extremal metrics and lower bound of the modified K-energy,1.0,0.0
Arithmetic Deformation Theory of Lie Algebras,1.0,1.0
"Real Quadratic Fields In Which Every Non-Maximal Order Has Relative
  Class Number Greater Than One",0.0,1.0
Strata of abelian differentials and the Teichmueller dynamics,1.0,0.0
"The circle method and bounds for $L$-functions - II: Subconvexity for
  twists of GL(3) $L$-functions",0.0,1.0
Integer decomposition property of dilated polytopes,1.0,0.0
Holography principle for twistor spaces,1.0,0.0
Capturing Forms in Dense Subsets of Finite Fields,0.0,1.0
Refined Chern-Simons theory and Hilbert schemes of points on the plane,1.0,0.0
A going-up theorem,1.0,0.0
On p-torsion of p-adic elliptic curves with additive reduction,1.0,1.0
The Eynard--Orantin recursion for the total ancestor potential,1.0,0.0
Degeneration of Kahler-Ricci solitons on Fano manifolds,1.0,0.0
Asymptotic variation of L-functions of exponential sums,1.0,1.0
A trace formula for vector-valued modular forms,0.0,1.0
Enhanced six operations and base change theorem for higher Artin stacks,1.0,0.0
The highest lowest zero of general L-functions,0.0,1.0
Big de Rham-Witt cohomology: basic results,1.0,1.0
The Index Theorem for Quasi-Tori,1.0,0.0
Evolution equation in Hilbert-Mumford calculus,1.0,0.0
Algebraic trace functions over the primes,0.0,1.0
Permutation polynomials of finite fields,0.0,1.0
Proof of Legendre's Conjecture,0.0,1.0
Residues : The gateway to higher arithmetic I,0.0,1.0
"Freezing Transitions and Extreme Values: Random Matrix Theory,
  $\zeta(1/2+it)$, and Disordered Landscapes",0.0,1.0
Lectures on Knot Homology and Quantum Curves,1.0,0.0
On stringy invariants of GUT vacua,1.0,0.0
On Theories of Superalgebras of Differentiable Functions,1.0,0.0
"Etale twists in noncommutative algebraic geometry and the twisted Brauer
  space",1.0,0.0
"The Projective Envelope of a Cuspidal Representation of a Finite Linear
  Group",0.0,1.0
"An abelian surface with (1,6)-polarisation",1.0,0.0
q-Catalan bases and their dual coefficients,0.0,1.0
"An approach of the Minimal Model Program for horospherical varieties via
  moment polytopes",1.0,0.0
Topology of real Milnor fibration for non-isolated singularities,1.0,0.0
Log Terminal Singularities,1.0,0.0
Notes on Fano varieties of complete intersections,1.0,0.0
The log-canonical threshold of a plane curve,1.0,0.0
Generation by sections and $k$-ampleness,1.0,0.0
A vanishing theorem,1.0,0.0
On the rank of $n\times n$ matrix multiplication,1.0,0.0
A small and non-simple geometric transition,1.0,0.0
Moduli of p-divisible groups,1.0,1.0
Moduli of surfaces with an anti-canonical cycle,1.0,0.0
Homogeneous Interpolation and Some Continued Fractions,1.0,0.0
Oka manifolds: From Oka to Stein and back,1.0,0.0
Generic Phenomena in Groups -- Some Answers and Many Questions,0.0,1.0
Perfect Cuboid and Congruent Number Equation Solutions,0.0,1.0
"Some conjectured formulas for 1/Pi coming from polytopes, K3-surfaces
  and Moonshine",0.0,1.0
Solving $a\pm b=2c$ in the elements of finite sets,0.0,1.0
Pluricanonical maps of varieties of Albanese fiber dimension two,1.0,0.0
A note on Fermionic p-adic integrals on Zp and umbral calculus,0.0,1.0
Umbral calculus and Euler polynomials,0.0,1.0
"Some identities of Frobenius-Euler polynomials arising from
  Frobenius-Euler basis",0.0,1.0
On hereditarily rational functions,1.0,0.0
Overconvergent subanalytic subsets in the framework of Berkovich spaces,1.0,1.0
Bundles of rank 3 on curves of Clifford index 3,1.0,0.0
"Simple zeros of primitive Dirichlet $L$-functions and the asymptotic
  large sieve",0.0,1.0
Squarefree values of polynomials over the rational function field,0.0,1.0
Monotone Boolean functions capture their primes,0.0,1.0
Umbral calculus and Frobenius-Euler polynomials,0.0,1.0
Smoothings of singularities and symplectic surgery,1.0,0.0
Simple zeros of degree 2 L-functions,0.0,1.0
"The Grothendieck ring of the structure group of the geometric Frobenius
  morphism",1.0,0.0
Explicit Kummer varieties of hyperelliptic Jacobian threefolds,1.0,1.0
The period matrix of the hyperelliptic curve $w^2=z^{2g+1}-1$,1.0,0.0
Stability of syzygy bundles on an algebraic surface,1.0,0.0
"The geometry of K\""ahler cones",1.0,0.0
"On the group of purely inseparable points of an abelian variety defined
  over a function field of positive characteristic",1.0,0.0
"Ramanujan, Robin, Highly Composite Numbers, and the Riemann Hypothesis",0.0,1.0
"Extended Fermionic p-Adic q-Integrals On Zp In Connection With
  Applications Of Umbral Calculus",0.0,1.0
On the birational anabelian section conjecture,1.0,1.0
Derived algebraic cobordism,1.0,0.0
"BPS spectrum, wall crossing and quantum dilogarithm identity",1.0,0.0
Generalised Mathieu Moonshine,0.0,1.0
A congruence modulo four in real Schubert calculus,1.0,0.0
The space of generalised G2-theta functions of level one,1.0,0.0
On the Power of Integers and Conductors of Quadratic Fields,0.0,1.0
A Conjecture Connected with Units of Quadratic Fields,0.0,1.0
Macaulay-like marked bases,1.0,0.0
Stability of Quadric bundles,1.0,0.0
On polynomials with given Hilbert function and applications,1.0,0.0
Topological K-theory of complex noncommutative spaces,1.0,0.0
"Strictly chained (p,q)-ary partitions",0.0,1.0
"The prime ideals in every class contain arbitrary large truncated
  classes",0.0,1.0
Universal families of extensions of coherent systems,1.0,0.0
Nonexistence of asymptotic GIT compactification,1.0,0.0
On non-congruent numbers with 3 modulo 8 prime factors,0.0,1.0
Equations D3 and spectral elliptic curves,0.0,1.0
"Monodromy zeta-function of a polynomial on a complete intersection and
  Newton polyhedra",1.0,0.0
Density of integral sets with missing differences,0.0,1.0
Connective algebraic K-theory,1.0,0.0
On computing some special values of hypergeometric functions,0.0,1.0
Sato-Tate groups of some weight 3 motives,1.0,1.0
"On certain duality of N\'eron-Severi lattices of supersingular K3
  surfaces",1.0,0.0
"Langlands parameters associated to special maximal parahoric spherical
  representations",0.0,1.0
"Inverse problem for Pell equation and real quadratic fields of the least
  type",0.0,1.0
Torus Knots and the Topological Vertex,1.0,0.0
Structures for pairs of mock modular forms with the Zagier duality,0.0,1.0
The tropicalization of the moduli space of curves,1.0,0.0
Abelian quiver invariants and marginal wall-crossing,1.0,0.0
"On the minimum distance and the minimum weight of Goppa codes from a
  quotient of the Hermitian curve",1.0,0.0
"Kontsevich's conjecture on an algebraic formula for vanishing cycles of
  local systems",1.0,0.0
Effective results for complex hyperbolic manifolds,1.0,0.0
Log-uniruled affine varieties without cylinder-like open subsets,1.0,0.0
"Local finite dimensional Gorenstein k-algebras having Hilbert function
  (1,5,5,1) are smoothable",1.0,0.0
Semisimple types for p-adic classical groups,0.0,1.0
On the Chow groups of the variety of lines of a cubic fourfold,1.0,0.0
"Weak Coupling, Degeneration and Log Calabi-Yau Spaces",1.0,0.0
On The Critical Number of Finite Groups (II),0.0,1.0
The Residual Spectrum of Mp_4(A_k),0.0,1.0
On some mean square estimates for the zeta-function in short intervals,0.0,1.0
Computing integral points on X_ns^+(p),0.0,1.0
"A numerical study on exceptional eigenvalues of certain congruence
  subgroups of SO(n,1) and SU(n,1)",0.0,1.0
"On the second exterior power of tangent bundles of Fano fourfolds with
  Picard number $rho(X)geqslant2$",1.0,0.0
Containments of symbolic powers of ideals of generic points in $\PP^3$,1.0,0.0
Orbit Closures in the Witt Algebra and its Dual Space,1.0,0.0
On a system of equations with primes,0.0,1.0
On automorphisms of extremal even unimodular lattices of dimension 48,0.0,1.0
On the Discrete Groups of Mathieu Moonshine,0.0,1.0
Statistics of Different Reduction Types of Fermat Curves,0.0,1.0
"Homological stability for Hurwitz spaces and the Cohen-Lenstra
  conjecture over function fields, II",0.0,1.0
"Endoscopie et conjecture raffin\'ee de Gan-Gross-Prasad pour les groupes
  unitaires",0.0,1.0
Some results on Whitney numbers of Dowling lattices,0.0,1.0
Generalized Stirling transform,0.0,1.0
"Hodge theory and the Mordell-Weil rank of elliptic curves over
  extensions of function fields",1.0,1.0
When the positivity of the h-vector implies the Cohen-Macaulay property,1.0,0.0
The Bertini involution,1.0,0.0
On plane Cremona transformations of fixed degree,1.0,0.0
Elliptic aliquot cycles of fixed length,0.0,1.0
Dualizing complexes and homomorphisms vanishing in Koszul homology,1.0,0.0
Riemann Zeta Function. An Attempt to fathom Zeta(3),0.0,1.0
